 Date,EURUSD Open,EURUSD Low,EURUSD High,EURUSD Close,EURUSD Adj. Close
10-10-2013,1.3524,1.3488,1.3547,1.352,1.352
10-09-2013,1.3573,1.3486,1.3605,1.3524,1.3524
10-08-2013,1.3581,1.3558,1.3607,1.3573,1.3573
10-07-2013,1.3554,1.3543,1.3591,1.3581,1.3581
10-04-2013,1.3619,1.3539,1.3632,1.3558,1.3558
10-03-2013,1.3579,1.3578,1.3646,1.3619,1.3619
10-02-2013,1.3526,1.3505,1.3607,1.3579,1.3579
10-01-2013,1.3527,1.3517,1.3588,1.3526,1.3526
09-30-2013,1.3494,1.3469,1.3556,1.3527,1.3527
09-27-2013,1.3489,1.3474,1.3565,1.3522,1.3522
09-26-2013,1.3526,1.3472,1.3532,1.3489,1.3489
09-25-2013,1.3474,1.3462,1.3537,1.3526,1.3526
09-24-2013,1.3493,1.3465,1.3519,1.3474,1.3474
09-23-2013,1.3541,1.348,1.3554,1.3493,1.3493
09-20-2013,1.353,1.3498,1.3549,1.3524,1.3524
09-19-2013,1.3521,1.3501,1.3569,1.353,1.353
09-18-2013,1.3359,1.3338,1.3542,1.3521,1.3521
09-17-2013,1.3334,1.3326,1.3369,1.3359,1.3359
09-16-2013,1.3307,1.3293,1.3386,1.3334,1.3334
09-13-2013,1.3299,1.3254,1.3321,1.3294,1.3294
09-12-2013,1.3311,1.3258,1.3325,1.3299,1.3299
09-11-2013,1.3268,1.3244,1.3325,1.3311,1.3311
09-10-2013,1.3255,1.323,1.3276,1.3268,1.3268
09-09-2013,1.3176,1.316,1.3281,1.3255,1.3255
09-06-2013,1.312,1.3105,1.3189,1.3178,1.3178
09-05-2013,1.3207,1.3111,1.3223,1.312,1.312
09-04-2013,1.317,1.3157,1.3218,1.3207,1.3207
09-03-2013,1.3192,1.3139,1.3197,1.317,1.317
09-02-2013,1.3228,1.3184,1.3236,1.3192,1.3192
08-30-2013,1.3241,1.3174,1.3255,1.3222,1.3222
08-29-2013,1.334,1.322,1.3343,1.3241,1.3241
08-28-2013,1.3393,1.3305,1.3398,1.334,1.334
08-27-2013,1.3368,1.3323,1.3399,1.3393,1.3393
08-26-2013,1.338,1.3357,1.3395,1.3368,1.3368
08-23-2013,1.3356,1.3334,1.341,1.3383,1.3383
08-22-2013,1.3355,1.3298,1.3373,1.3356,1.3356
08-21-2013,1.3417,1.3336,1.3427,1.3355,1.3355
08-20-2013,1.3335,1.3324,1.3452,1.3417,1.3417
08-19-2013,1.3331,1.3316,1.3375,1.3335,1.3335
08-16-2013,1.3347,1.3311,1.338,1.3329,1.3329
08-15-2013,1.3255,1.3206,1.3363,1.3347,1.3347
08-14-2013,1.3263,1.3239,1.328,1.3255,1.3255
08-13-2013,1.33,1.3234,1.3317,1.3263,1.3263
08-12-2013,1.3339,1.3277,1.3344,1.33,1.33
08-09-2013,1.3381,1.3333,1.3391,1.3342,1.3342
08-08-2013,1.3336,1.3328,1.34,1.3381,1.3381
08-07-2013,1.3305,1.3266,1.3345,1.3336,1.3336
08-06-2013,1.3258,1.3246,1.3323,1.3305,1.3305
08-05-2013,1.328,1.3233,1.33,1.3258,1.3258
08-02-2013,1.3207,1.319,1.3294,1.3276,1.3276
08-01-2013,1.3302,1.3194,1.3311,1.3207,1.3207
07-31-2013,1.3263,1.321,1.3345,1.3302,1.3302
07-30-2013,1.3262,1.3235,1.3302,1.3263,1.3263
07-29-2013,1.3278,1.3239,1.3295,1.3262,1.3262
07-26-2013,1.3277,1.3253,1.3297,1.3279,1.3279
07-25-2013,1.3201,1.3166,1.3296,1.3277,1.3277
07-24-2013,1.3223,1.3177,1.3256,1.3201,1.3201
07-23-2013,1.3186,1.3164,1.3239,1.3223,1.3223
07-22-2013,1.3146,1.3134,1.3218,1.3186,1.3186
07-19-2013,1.3109,1.3089,1.3154,1.3143,1.3143
07-18-2013,1.3125,1.3067,1.3128,1.3109,1.3109
07-17-2013,1.3162,1.3083,1.3177,1.3125,1.3125
07-16-2013,1.3062,1.3052,1.3174,1.3162,1.3162
07-15-2013,1.3073,1.2994,1.3085,1.3062,1.3062
07-12-2013,1.3097,1.3,1.31,1.3067,1.3067
07-11-2013,1.2978,1.2963,1.3207,1.3097,1.3097
07-10-2013,1.2781,1.2765,1.2984,1.2978,1.2978
07-09-2013,1.287,1.2755,1.2898,1.2781,1.2781
07-08-2013,1.2828,1.2811,1.2882,1.287,1.287
07-05-2013,1.2914,1.2806,1.2917,1.2829,1.2829
07-04-2013,1.3009,1.2883,1.3023,1.2914,1.2914
07-03-2013,1.2979,1.2923,1.3032,1.3009,1.3009
07-02-2013,1.3064,1.2964,1.3078,1.2979,1.2979
07-01-2013,1.301,1.3005,1.3067,1.3064,1.3064
06-28-2013,1.3038,1.2991,1.3103,1.301,1.301
06-27-2013,1.3012,1.3,1.3057,1.3038,1.3038
06-26-2013,1.3077,1.2985,1.3087,1.3012,1.3012
06-25-2013,1.312,1.3065,1.3151,1.3077,1.3077
06-24-2013,1.3117,1.3059,1.3144,1.312,1.312
06-21-2013,1.322,1.3099,1.3254,1.3122,1.3122
06-20-2013,1.3295,1.3161,1.3302,1.322,1.322
06-19-2013,1.3392,1.3262,1.3417,1.3295,1.3295
06-18-2013,1.3367,1.3326,1.3416,1.3392,1.3392
06-17-2013,1.3344,1.3319,1.3382,1.3367,1.3367
06-14-2013,1.3375,1.3295,1.3375,1.3347,1.3347
06-13-2013,1.3337,1.3279,1.339,1.3375,1.3375
06-12-2013,1.3313,1.3266,1.3359,1.3337,1.3337
06-11-2013,1.3257,1.3232,1.3318,1.3313,1.3313
06-10-2013,1.3215,1.3178,1.3269,1.3257,1.3257
06-07-2013,1.3246,1.3192,1.3285,1.3218,1.3218
06-06-2013,1.3093,1.3075,1.3306,1.3246,1.3246
06-05-2013,1.3081,1.3053,1.3116,1.3093,1.3093
06-04-2013,1.3076,1.3042,1.3101,1.3081,1.3081
06-03-2013,1.2986,1.2956,1.3108,1.3076,1.3076
05-31-2013,1.305,1.2944,1.306,1.2999,1.2999
05-30-2013,1.2941,1.2934,1.3061,1.305,1.305
05-29-2013,1.2856,1.2838,1.2978,1.2941,1.2941
05-28-2013,1.2931,1.285,1.295,1.2856,1.2856
05-27-2013,1.2933,1.2916,1.2949,1.2931,1.2931
05-24-2013,1.2934,1.2904,1.2993,1.2932,1.2932
05-23-2013,1.2858,1.2822,1.2957,1.2934,1.2934
05-22-2013,1.2906,1.2834,1.2998,1.2858,1.2858
05-21-2013,1.2883,1.2841,1.2934,1.2906,1.2906
05-20-2013,1.2821,1.2817,1.2901,1.2882,1.2882
05-17-2013,1.2882,1.2797,1.289,1.2839,1.2839
05-16-2013,1.2887,1.2847,1.293,1.2882,1.2882
05-15-2013,1.292,1.2843,1.2943,1.2887,1.2887
05-14-2013,1.2975,1.2912,1.3029,1.292,1.292
05-13-2013,1.296,1.2942,1.3,1.2975,1.2975
05-10-2013,1.3043,1.2936,1.3051,1.2989,1.2989
05-09-2013,1.3153,1.3011,1.3177,1.3043,1.3043
05-08-2013,1.3079,1.3072,1.3194,1.3153,1.3153
05-07-2013,1.3076,1.3068,1.3132,1.3079,1.3079
05-06-2013,1.3117,1.3054,1.3141,1.3076,1.3076
05-03-2013,1.3065,1.3033,1.3159,1.3114,1.3114
05-02-2013,1.318,1.3037,1.3218,1.3065,1.3065
05-01-2013,1.3168,1.316,1.3243,1.318,1.318
04-30-2013,1.3099,1.3055,1.3186,1.3168,1.3168
04-29-2013,1.3021,1.3021,1.3116,1.3099,1.3099
04-26-2013,1.3011,1.2991,1.3048,1.303,1.303
04-25-2013,1.3015,1.2989,1.3094,1.3011,1.3011
04-24-2013,1.2996,1.2955,1.3034,1.3015,1.3015
04-23-2013,1.3066,1.2973,1.3084,1.2996,1.2996
04-22-2013,1.3101,1.3015,1.3117,1.3066,1.3066
04-19-2013,1.3051,1.3047,1.3129,1.3052,1.3052
04-18-2013,1.3032,1.3021,1.3096,1.3051,1.3051
04-17-2013,1.3177,1.3002,1.32,1.3032,1.3032
04-16-2013,1.3036,1.3028,1.3202,1.3177,1.3177
04-15-2013,1.3118,1.3022,1.3119,1.3036,1.3036
04-12-2013,1.3099,1.3037,1.3127,1.3113,1.3113
04-11-2013,1.307,1.3044,1.3138,1.3099,1.3099
04-10-2013,1.3083,1.3053,1.3122,1.307,1.307
04-09-2013,1.3009,1.3005,1.3103,1.3083,1.3083
04-08-2013,1.2965,1.2962,1.3038,1.3009,1.3009
04-05-2013,1.2936,1.2901,1.304,1.2991,1.2991
04-04-2013,1.285,1.2746,1.2949,1.2936,1.2936
04-03-2013,1.282,1.279,1.2864,1.285,1.285
04-02-2013,1.2849,1.2809,1.2878,1.282,1.282
04-01-2013,1.2825,1.2771,1.2868,1.2849,1.2849
03-29-2013,1.2816,1.2794,1.2837,1.2819,1.2819
03-28-2013,1.278,1.2755,1.2845,1.2816,1.2816
03-27-2013,1.2861,1.2751,1.2867,1.278,1.278
03-26-2013,1.2853,1.2829,1.289,1.2861,1.2861
03-25-2013,1.2981,1.283,1.3048,1.2853,1.2853
03-22-2013,1.2899,1.2889,1.301,1.2989,1.2989
03-21-2013,1.2933,1.288,1.2955,1.2899,1.2899
03-20-2013,1.2882,1.2857,1.2979,1.2933,1.2933
03-19-2013,1.2957,1.2844,1.297,1.2882,1.2882
03-18-2013,1.2955,1.2882,1.2996,1.2957,1.2957
03-15-2013,1.3005,1.3,1.3107,1.3076,1.3076
03-14-2013,1.2961,1.2911,1.3032,1.3005,1.3005
03-13-2013,1.3034,1.2924,1.3065,1.2961,1.2961
03-12-2013,1.3046,1.2991,1.3074,1.3034,1.3034
03-11-2013,1.2994,1.298,1.3054,1.3046,1.3046
03-08-2013,1.3107,1.2955,1.3134,1.3005,1.3005
03-07-2013,1.2967,1.2966,1.3119,1.3107,1.3107
03-06-2013,1.3051,1.2965,1.3071,1.2967,1.2967
03-05-2013,1.3026,1.301,1.3075,1.3052,1.3052
03-04-2013,1.3015,1.2982,1.3031,1.3026,1.3026
03-01-2013,1.3057,1.2967,1.3101,1.3022,1.3022
02-28-2013,1.3139,1.3053,1.3162,1.3057,1.3057
02-27-2013,1.3061,1.3042,1.3147,1.3139,1.3139
02-26-2013,1.3063,1.3018,1.3122,1.3061,1.3061
02-25-2013,1.3177,1.3048,1.3319,1.3063,1.3063
02-22-2013,1.319,1.3145,1.3245,1.3194,1.3194
02-21-2013,1.3283,1.3161,1.3291,1.319,1.319
02-20-2013,1.3388,1.3271,1.3434,1.3283,1.3283
02-19-2013,1.3351,1.3329,1.3396,1.3388,1.3388
02-18-2013,1.3364,1.3322,1.3379,1.3351,1.3351
02-15-2013,1.3363,1.3306,1.3393,1.336,1.336
02-14-2013,1.3452,1.3315,1.3456,1.3363,1.3363
02-13-2013,1.3454,1.3426,1.352,1.3452,1.3452
02-12-2013,1.3406,1.3364,1.3476,1.3454,1.3454
02-11-2013,1.3362,1.3325,1.3428,1.3406,1.3406
02-08-2013,1.3398,1.3353,1.3429,1.3365,1.3365
02-07-2013,1.3523,1.3371,1.3578,1.3398,1.3398
02-06-2013,1.3583,1.3494,1.3596,1.3523,1.3523
02-05-2013,1.3514,1.3459,1.3598,1.3583,1.3583
02-04-2013,1.3643,1.3505,1.366,1.3514,1.3514
02-01-2013,1.3579,1.3573,1.3711,1.364,1.364
01-31-2013,1.3567,1.3541,1.3594,1.3579,1.3579
01-30-2013,1.3492,1.3482,1.3587,1.3567,1.3567
01-29-2013,1.3456,1.3414,1.3497,1.3492,1.3492
01-28-2013,1.346,1.3425,1.3477,1.3456,1.3456
01-25-2013,1.3377,1.335,1.3479,1.3464,1.3464
01-24-2013,1.3318,1.3286,1.3393,1.3377,1.3377
01-23-2013,1.3322,1.3265,1.3355,1.3318,1.3318
01-22-2013,1.3313,1.3267,1.3372,1.3322,1.3322
01-21-2013,1.3312,1.33,1.3332,1.3313,1.3313
01-18-2013,1.3376,1.328,1.3398,1.3321,1.3321
01-17-2013,1.3289,1.327,1.3388,1.3376,1.3376
01-16-2013,1.3306,1.3257,1.3325,1.3289,1.3289
01-15-2013,1.3382,1.3264,1.3394,1.3306,1.3306
01-14-2013,1.3336,1.3335,1.3404,1.3382,1.3382
01-11-2013,1.3272,1.3249,1.3366,1.3343,1.3343
01-10-2013,1.3064,1.3039,1.3273,1.3272,1.3272
01-09-2013,1.3081,1.3037,1.3096,1.3064,1.3064
01-08-2013,1.3117,1.3057,1.314,1.3081,1.3081
01-07-2013,1.3075,1.3017,1.312,1.3117,1.3117
01-04-2013,1.3049,1.2998,1.309,1.3069,1.3069
01-03-2013,1.3186,1.3047,1.3191,1.3049,1.3049
01-02-2013,1.3204,1.3157,1.33,1.3186,1.3186
01-01-2013,1.3193,1.3181,1.3229,1.3204,1.3204
12-31-2012,1.3217,1.3172,1.3235,1.3193,1.3193
12-28-2012,1.3236,1.3166,1.3257,1.3216,1.3216
12-27-2012,1.3224,1.3202,1.3284,1.3236,1.3236
12-26-2012,1.3183,1.317,1.3254,1.3224,1.3224
12-25-2012,1.3185,1.3171,1.3195,1.3183,1.3183
12-24-2012,1.3188,1.3168,1.3234,1.3185,1.3185
12-21-2012,1.3244,1.3159,1.3253,1.3188,1.3188
12-20-2012,1.3227,1.3189,1.3295,1.3244,1.3244
12-19-2012,1.3229,1.3223,1.3308,1.3227,1.3227
12-18-2012,1.3164,1.3156,1.3238,1.3229,1.3229
12-17-2012,1.3177,1.3144,1.319,1.3164,1.3164
12-14-2012,1.3077,1.3067,1.3173,1.3163,1.3163
12-13-2012,1.3074,1.3041,1.31,1.3077,1.3077
12-12-2012,1.3005,1.2996,1.3097,1.3074,1.3074
12-11-2012,1.2941,1.2929,1.3015,1.3005,1.3005
12-10-2012,1.2905,1.2881,1.2947,1.2941,1.2941
12-07-2012,1.297,1.2877,1.2973,1.2927,1.2927
12-06-2012,1.3068,1.2951,1.3087,1.297,1.297
12-05-2012,1.3094,1.306,1.3127,1.3068,1.3068
12-04-2012,1.3054,1.3046,1.3108,1.3094,1.3094
12-03-2012,1.2986,1.2973,1.3076,1.3054,1.3054
11-30-2012,1.2979,1.2968,1.3028,1.2986,1.2986
11-29-2012,1.2953,1.2939,1.3014,1.2979,1.2979
11-28-2012,1.2943,1.288,1.2955,1.2953,1.2953
11-27-2012,1.2972,1.2915,1.3009,1.2943,1.2943
11-26-2012,1.2973,1.2944,1.2985,1.2972,1.2972
11-23-2012,1.2884,1.2869,1.2991,1.2976,1.2976
11-22-2012,1.2829,1.2825,1.2899,1.2884,1.2884
11-21-2012,1.2817,1.2736,1.2833,1.2829,1.2829
11-20-2012,1.2814,1.2765,1.283,1.2817,1.2817
11-19-2012,1.2733,1.273,1.282,1.2814,1.2814
11-16-2012,1.2781,1.2691,1.2785,1.2743,1.2743
11-15-2012,1.2736,1.2718,1.2802,1.2781,1.2781
11-14-2012,1.2704,1.27,1.2778,1.2736,1.2736
11-13-2012,1.2709,1.2662,1.2728,1.2704,1.2704
11-12-2012,1.271,1.2698,1.2739,1.271,1.271
11-09-2012,1.2747,1.269,1.279,1.2714,1.2714
11-08-2012,1.2771,1.2717,1.2781,1.2747,1.2747
11-07-2012,1.2814,1.2737,1.2876,1.2771,1.2771
11-06-2012,1.2796,1.2764,1.2827,1.2814,1.2814
11-05-2012,1.2819,1.2767,1.2843,1.2796,1.2796
11-02-2012,1.2943,1.2821,1.2951,1.2835,1.2835
11-01-2012,1.296,1.2925,1.2983,1.2943,1.2943
10-31-2012,1.2959,1.2946,1.3021,1.296,1.296
10-30-2012,1.2904,1.2886,1.2984,1.2959,1.2959
10-29-2012,1.2942,1.2885,1.297,1.2904,1.2904
10-26-2012,1.2934,1.2883,1.2956,1.2938,1.2938
10-25-2012,1.2974,1.2927,1.3023,1.2934,1.2934
10-24-2012,1.2987,1.2921,1.2997,1.2974,1.2974
10-23-2012,1.306,1.2952,1.3076,1.2987,1.2987
10-22-2012,1.3017,1.3012,1.3084,1.306,1.306
10-19-2012,1.3067,1.3013,1.3077,1.3024,1.3024
10-18-2012,1.3119,1.3056,1.3129,1.3067,1.3067
10-17-2012,1.3054,1.3053,1.314,1.3119,1.3119
10-16-2012,1.2949,1.2943,1.3061,1.3054,1.3054
10-15-2012,1.2962,1.2891,1.2979,1.2949,1.2949
10-12-2012,1.2928,1.2922,1.2992,1.2951,1.2951
10-11-2012,1.2875,1.2826,1.2952,1.2928,1.2928
10-10-2012,1.2885,1.2835,1.2914,1.2875,1.2875
10-09-2012,1.2968,1.2859,1.2991,1.2885,1.2885
10-08-2012,1.3049,1.2938,1.3049,1.2968,1.2968
10-05-2012,1.3018,1.2994,1.3072,1.3045,1.3045
10-04-2012,1.2905,1.2902,1.3032,1.3018,1.3018
10-03-2012,1.292,1.2878,1.2937,1.2905,1.2905
10-02-2012,1.2888,1.288,1.2968,1.292,1.292
10-01-2012,1.2857,1.2804,1.2939,1.2888,1.2888
09-28-2012,1.2913,1.2839,1.296,1.286,1.286
09-27-2012,1.2873,1.2829,1.2928,1.2913,1.2913
09-26-2012,1.2899,1.2835,1.2913,1.2873,1.2873
09-25-2012,1.2931,1.2887,1.2971,1.2899,1.2899
09-24-2012,1.299,1.2891,1.3003,1.2931,1.2931
09-21-2012,1.2968,1.2956,1.3048,1.298,1.298
09-20-2012,1.3049,1.292,1.3059,1.2968,1.2968
09-19-2012,1.3048,1.2993,1.3085,1.3049,1.3049
09-18-2012,1.3117,1.303,1.3122,1.3048,1.3048
09-17-2012,1.315,1.3084,1.3172,1.3117,1.3117
09-14-2012,1.2991,1.298,1.3169,1.313,1.313
09-13-2012,1.29,1.2858,1.3002,1.2991,1.2991
09-12-2012,1.2855,1.2816,1.2937,1.29,1.29
09-11-2012,1.2758,1.2755,1.2871,1.2855,1.2855
09-10-2012,1.2811,1.2756,1.2813,1.2758,1.2758
09-07-2012,1.2631,1.2626,1.2817,1.2816,1.2816
09-06-2012,1.2601,1.2562,1.2652,1.2631,1.2631
09-05-2012,1.2566,1.2502,1.2625,1.2601,1.2601
09-04-2012,1.2593,1.2555,1.2628,1.2566,1.2566
09-03-2012,1.2586,1.2557,1.2611,1.2593,1.2593
08-31-2012,1.2506,1.2494,1.2638,1.2579,1.2579
08-30-2012,1.253,1.2487,1.2564,1.2506,1.2506
08-29-2012,1.2565,1.2519,1.2574,1.253,1.253
08-28-2012,1.2499,1.2466,1.2577,1.2565,1.2565
08-27-2012,1.25,1.249,1.2536,1.2499,1.2499
08-24-2012,1.2564,1.2482,1.2568,1.2512,1.2512
08-23-2012,1.2529,1.2524,1.259,1.2564,1.2564
08-22-2012,1.2473,1.2431,1.2538,1.2529,1.2529
08-21-2012,1.2346,1.2342,1.2488,1.2473,1.2473
08-20-2012,1.2327,1.2295,1.2369,1.2346,1.2346
08-17-2012,1.2356,1.2289,1.2382,1.2334,1.2334
08-16-2012,1.229,1.2256,1.2373,1.2356,1.2356
08-15-2012,1.2322,1.2264,1.2344,1.229,1.229
08-14-2012,1.2332,1.2317,1.2386,1.2322,1.2322
08-13-2012,1.2292,1.2261,1.2373,1.2332,1.2332
08-10-2012,1.2306,1.2242,1.2317,1.2289,1.2289
08-09-2012,1.2365,1.2267,1.2387,1.2306,1.2306
08-08-2012,1.2399,1.2327,1.2403,1.2365,1.2365
08-07-2012,1.2401,1.2376,1.2442,1.2399,1.2399
08-06-2012,1.2369,1.2342,1.2444,1.2401,1.2401
08-03-2012,1.218,1.2167,1.2392,1.2387,1.2387
08-02-2012,1.2225,1.2134,1.2405,1.218,1.218
08-01-2012,1.2304,1.2218,1.2337,1.2225,1.2225
07-31-2012,1.226,1.2249,1.233,1.2304,1.2304
07-30-2012,1.2322,1.2225,1.2343,1.226,1.226
07-27-2012,1.2283,1.2242,1.239,1.2322,1.2322
07-26-2012,1.2158,1.2118,1.233,1.2283,1.2283
07-25-2012,1.2061,1.2054,1.2171,1.2158,1.2158
07-24-2012,1.2117,1.2043,1.2138,1.2061,1.2061
07-23-2012,1.2159,1.2067,1.218,1.2117,1.2117
07-20-2012,1.2281,1.2144,1.2283,1.2157,1.2157
07-19-2012,1.2283,1.2229,1.2324,1.2281,1.2281
07-18-2012,1.2294,1.2217,1.2307,1.2284,1.2284
07-17-2012,1.2273,1.2189,1.2317,1.2294,1.2294
07-16-2012,1.2251,1.2176,1.229,1.2273,1.2273
07-13-2012,1.2203,1.2163,1.2257,1.2249,1.2249
07-12-2012,1.2239,1.2167,1.2249,1.2203,1.2203
07-11-2012,1.225,1.2213,1.2297,1.2239,1.2239
07-10-2012,1.2313,1.2235,1.2334,1.225,1.225
07-09-2012,1.2309,1.2251,1.2324,1.2313,1.2313
07-06-2012,1.2392,1.226,1.2402,1.2291,1.2291
07-05-2012,1.2528,1.2364,1.2539,1.2392,1.2392
07-04-2012,1.2608,1.2508,1.2609,1.2527,1.2527
07-03-2012,1.2576,1.2559,1.2628,1.2608,1.2608
07-02-2012,1.264,1.2568,1.2681,1.2576,1.2576
06-29-2012,1.2443,1.2433,1.2693,1.2667,1.2667
06-28-2012,1.2468,1.2407,1.2524,1.2444,1.2444
06-27-2012,1.2491,1.2446,1.2509,1.2468,1.2468
06-26-2012,1.2504,1.2442,1.2531,1.2491,1.2491
06-25-2012,1.2541,1.2471,1.2575,1.2504,1.2504
06-22-2012,1.254,1.2519,1.2584,1.257,1.257
06-21-2012,1.2707,1.2532,1.2709,1.254,1.254
06-20-2012,1.2685,1.2638,1.2743,1.2707,1.2707
06-19-2012,1.2576,1.2569,1.2731,1.2685,1.2685
06-18-2012,1.2605,1.2521,1.2748,1.2576,1.2576
06-15-2012,1.2633,1.2592,1.2665,1.2638,1.2638
06-14-2012,1.2557,1.2542,1.2637,1.2633,1.2633
06-13-2012,1.2503,1.2474,1.261,1.2557,1.2557
06-12-2012,1.2482,1.2443,1.2529,1.2503,1.2503
06-11-2012,1.2515,1.2481,1.2671,1.2482,1.2482
06-08-2012,1.256,1.2436,1.2575,1.2517,1.2517
06-07-2012,1.2582,1.254,1.2625,1.2561,1.2561
06-06-2012,1.2452,1.2441,1.2586,1.2582,1.2582
06-05-2012,1.2499,1.241,1.2542,1.2452,1.2452
06-04-2012,1.2417,1.2386,1.251,1.2499,1.2499
06-01-2012,1.2365,1.2288,1.2456,1.2434,1.2434
05-31-2012,1.2367,1.2337,1.2429,1.2365,1.2365
05-30-2012,1.2503,1.2362,1.2506,1.2367,1.2367
05-29-2012,1.2541,1.2461,1.2575,1.2503,1.2503
05-28-2012,1.2577,1.2525,1.2625,1.2541,1.2541
05-25-2012,1.2533,1.2496,1.2603,1.2517,1.2517
05-24-2012,1.2582,1.2516,1.262,1.2532,1.2532
05-23-2012,1.2684,1.2545,1.2689,1.2582,1.2582
05-22-2012,1.2817,1.2658,1.282,1.2684,1.2684
05-21-2012,1.2767,1.2725,1.2824,1.2818,1.2818
05-18-2012,1.2698,1.2642,1.2795,1.278,1.278
05-17-2012,1.2716,1.2667,1.2749,1.2698,1.2698
05-16-2012,1.2729,1.2681,1.2759,1.2716,1.2716
05-15-2012,1.2823,1.2722,1.2869,1.2729,1.2729
05-14-2012,1.2902,1.2821,1.2905,1.2823,1.2823
05-11-2012,1.2936,1.2905,1.2958,1.2917,1.2917
05-10-2012,1.2929,1.2925,1.2979,1.2936,1.2936
05-09-2012,1.3005,1.2912,1.3008,1.2929,1.2929
05-08-2012,1.3051,1.2983,1.3066,1.3005,1.3005
05-07-2012,1.3013,1.2955,1.3065,1.3051,1.3051
05-04-2012,1.3153,1.308,1.3179,1.3084,1.3084
05-03-2012,1.3159,1.3095,1.318,1.3152,1.3152
05-02-2012,1.3237,1.3122,1.3241,1.3158,1.3158
05-01-2012,1.3239,1.3204,1.3284,1.3237,1.3237
04-30-2012,1.3247,1.3208,1.3268,1.3239,1.3239
04-27-2012,1.322,1.3158,1.327,1.3255,1.3255
04-26-2012,1.3217,1.3198,1.3263,1.3219,1.3219
04-25-2012,1.3197,1.3174,1.3237,1.3217,1.3217
04-24-2012,1.3156,1.3145,1.3219,1.3197,1.3197
04-23-2012,1.3184,1.3105,1.321,1.3156,1.3156
04-20-2012,1.3138,1.3129,1.3228,1.3219,1.3219
04-19-2012,1.3123,1.3069,1.3166,1.3138,1.3138
04-18-2012,1.3127,1.3058,1.3141,1.3123,1.3123
04-17-2012,1.3142,1.3091,1.3173,1.3127,1.3127
04-16-2012,1.3066,1.2995,1.3148,1.3142,1.3142
04-13-2012,1.3188,1.307,1.3201,1.3078,1.3078
04-12-2012,1.311,1.3102,1.3213,1.3188,1.3188
04-11-2012,1.3082,1.3067,1.3157,1.311,1.311
04-10-2012,1.3106,1.3054,1.3145,1.3082,1.3082
04-09-2012,1.3103,1.3033,1.3134,1.3106,1.3106
04-06-2012,1.3066,1.3052,1.3113,1.3096,1.3096
04-05-2012,1.3142,1.3035,1.3164,1.3066,1.3066
04-04-2012,1.3233,1.3107,1.3239,1.3142,1.3142
04-03-2012,1.3321,1.3214,1.3368,1.3233,1.3233
04-02-2012,1.3333,1.3278,1.3381,1.3321,1.3321
03-30-2012,1.3302,1.3294,1.3377,1.3343,1.3343
03-29-2012,1.3317,1.3252,1.3346,1.3302,1.3302
03-28-2012,1.3313,1.3277,1.3374,1.3317,1.3317
03-27-2012,1.3359,1.3313,1.3386,1.3313,1.3313
03-26-2012,1.3271,1.3192,1.3368,1.3359,1.3359
03-23-2012,1.3201,1.319,1.3294,1.327,1.327
03-22-2012,1.3216,1.3134,1.3255,1.3201,1.3201
03-21-2012,1.3225,1.3179,1.3285,1.3216,1.3216
03-20-2012,1.3239,1.3172,1.3252,1.3225,1.3225
03-19-2012,1.3172,1.3142,1.3266,1.3238,1.3238
03-16-2012,1.308,1.3049,1.3187,1.3175,1.3175
03-15-2012,1.3032,1.3004,1.312,1.308,1.308
03-14-2012,1.3084,1.3011,1.309,1.3032,1.3032
03-13-2012,1.3155,1.3052,1.3191,1.3084,1.3084
03-12-2012,1.3118,1.3079,1.3159,1.3155,1.3155
03-09-2012,1.3275,1.3097,1.3278,1.3123,1.3123
03-08-2012,1.3149,1.3135,1.3291,1.3275,1.3275
03-07-2012,1.3112,1.3096,1.3164,1.3149,1.3149
03-06-2012,1.3217,1.3103,1.3226,1.3112,1.3112
03-05-2012,1.3184,1.316,1.3241,1.3217,1.3217
03-02-2012,1.3311,1.3187,1.3333,1.3198,1.3198
03-01-2012,1.3325,1.3282,1.3357,1.3311,1.3311
02-29-2012,1.3458,1.3315,1.3486,1.3325,1.3325
02-28-2012,1.3398,1.3389,1.3471,1.3458,1.3458
02-27-2012,1.3457,1.3367,1.348,1.3398,1.3398
02-24-2012,1.3373,1.3357,1.3487,1.3448,1.3448
02-23-2012,1.3249,1.3231,1.3379,1.3373,1.3373
02-22-2012,1.3234,1.3211,1.3267,1.3249,1.3249
02-21-2012,1.3243,1.3187,1.3293,1.3234,1.3234
02-20-2012,1.3163,1.3157,1.3277,1.3243,1.3243
02-17-2012,1.313,1.3115,1.3198,1.314,1.314
02-16-2012,1.3066,1.2974,1.3159,1.313,1.313
02-15-2012,1.3134,1.3044,1.3191,1.3066,1.3066
02-14-2012,1.3186,1.308,1.3216,1.3134,1.3134
02-13-2012,1.3193,1.3185,1.3284,1.3186,1.3186
02-10-2012,1.3286,1.3156,1.3291,1.3197,1.3197
02-09-2012,1.326,1.3215,1.3322,1.3286,1.3286
02-08-2012,1.3261,1.3221,1.3289,1.326,1.326
02-07-2012,1.313,1.3089,1.327,1.3261,1.3261
02-06-2012,1.3145,1.3028,1.3151,1.313,1.313
02-03-2012,1.3144,1.3066,1.3206,1.3158,1.3158
02-02-2012,1.3161,1.3086,1.3197,1.3144,1.3144
02-01-2012,1.3084,1.3026,1.3219,1.3161,1.3161
